accession	organism	kingdom	length	tm_helix_start_leq_90
Q9Y5Y5	Homo sapiens	Metazoa	336	true
P01116	Homo sapiens	Metazoa	189	false
Q8WZ73	Homo sapiens	Metazoa	363	false
O75143	Homo sapiens	Metazoa	517	false
O95433	Homo sapiens	Metazoa	338	false
P35558	Homo sapiens	Metazoa	622	false
Q9NX46	Homo sapiens	Metazoa	363	false
A0A087X1C5	Homo sapiens	Metazoa	515	true
A8MUP2	Homo sapiens	Metazoa	240	false
O00154	Homo sapiens	Metazoa	380	false
O00411	Homo sapiens	Metazoa	1230	false
O60427	Homo sapiens	Metazoa	444	false
P05198	Homo sapiens	Metazoa	315	false
P27469	Homo sapiens	Metazoa	103	false
P35218	Homo sapiens	Metazoa	305	false
P41247	Homo sapiens	Metazoa	253	false
P49411	Homo sapiens	Metazoa	455	false
P49590	Homo sapiens	Metazoa	506	false
P51553	Homo sapiens	Metazoa	393	false
P51649	Homo sapiens	Metazoa	535	false
P78540	Homo sapiens	Metazoa	354	false
Q13084	Homo sapiens	Metazoa	256	false
Q14197	Homo sapiens	Metazoa	206	false
Q14CZ7	Homo sapiens	Metazoa	662	false
Q16774	Homo sapiens	Metazoa	197	false
Q3SY69	Homo sapiens	Metazoa	923	false
Q5JTZ9	Homo sapiens	Metazoa	985	false
Q7L592	Homo sapiens	Metazoa	441	false
Q7Z6M4	Homo sapiens	Metazoa	381	false
Q8IVG5	Homo sapiens	Metazoa	1584	false
Q8N983	Homo sapiens	Metazoa	215	false
Q8WVM0	Homo sapiens	Metazoa	346	false
Q96CB9	Homo sapiens	Metazoa	384	false
Q96E11	Homo sapiens	Metazoa	262	false
Q9BRJ2	Homo sapiens	Metazoa	306	false
Q9BSK4	Homo sapiens	Metazoa	669	false
Q9BUE6	Homo sapiens	Metazoa	129	false
Q9H2U2	Homo sapiens	Metazoa	334	false
Q9H2W6	Homo sapiens	Metazoa	279	false
Q9H4B0	Homo sapiens	Metazoa	414	false
Q9H5Q4	Homo sapiens	Metazoa	396	false
Q9HC36	Homo sapiens	Metazoa	420	false
Q9NPH0	Homo sapiens	Metazoa	428	false
Q9UGC7	Homo sapiens	Metazoa	380	false
Q9UI43	Homo sapiens	Metazoa	246	false
Q9Y2D0	Homo sapiens	Metazoa	317	false
Q9Y5R4	Homo sapiens	Metazoa	338	false
Q9Y676	Homo sapiens	Metazoa	258	false
O75192	Homo sapiens	Metazoa	247	true
O96011	Homo sapiens	Metazoa	259	false
Q2QL34	Homo sapiens	Metazoa	196	true
Q96HA9	Homo sapiens	Metazoa	241	false
P14373	Homo sapiens	Metazoa	513	false
Q9NZC7	Homo sapiens	Metazoa	414	false
O43374	Homo sapiens	Metazoa	803	false
Q05469	Homo sapiens	Metazoa	1076	false
P49802	Homo sapiens	Metazoa	495	false
Q08495	Homo sapiens	Metazoa	405	false
Q7LDG7	Homo sapiens	Metazoa	609	false
P00973	Homo sapiens	Metazoa	400	false
O43502	Homo sapiens	Metazoa	376	false
O43542	Homo sapiens	Metazoa	346	false
Q05655	Homo sapiens	Metazoa	676	false
Q12802	Homo sapiens	Metazoa	2813	false
P55072	Homo sapiens	Metazoa	806	false
Q8N726	Homo sapiens	Metazoa	132	false
Q8WVX9	Homo sapiens	Metazoa	515	false
P57764	Homo sapiens	Metazoa	484	false
P53779	Homo sapiens	Metazoa	464	false
P39748	Homo sapiens	Metazoa	380	false
P30047	Homo sapiens	Metazoa	84	false
Q92597	Homo sapiens	Metazoa	394	false
A0JNW5	Homo sapiens	Metazoa	1464	false
O00214	Homo sapiens	Metazoa	317	false
O60879	Homo sapiens	Metazoa	1101	false
Q9BZR8	Homo sapiens	Metazoa	327	false
O15084	Homo sapiens	Metazoa	1053	false
Q6IWH7	Homo sapiens	Metazoa	933	false
O00141	Homo sapiens	Metazoa	431	false
P01584	Homo sapiens	Metazoa	269	false
Q9Y244	Homo sapiens	Metazoa	141	false
Q9NPJ1	Homo sapiens	Metazoa	570	false
Q6FI81	Homo sapiens	Metazoa	312	false
Q9C0C7	Homo sapiens	Metazoa	1298	false
Q9NUL7	Homo sapiens	Metazoa	540	false
Q96BM1	Homo sapiens	Metazoa	317	false
O14975	Homo sapiens	Metazoa	620	true
A6NDV4	Homo sapiens	Metazoa	472	false
Q9BZ23	Homo sapiens	Metazoa	570	false
Q15650	Homo sapiens	Metazoa	581	false
Q9BRT3	Homo sapiens	Metazoa	115	false
O14929	Homo sapiens	Metazoa	419	false
P06239	Homo sapiens	Metazoa	509	false
P07900	Homo sapiens	Metazoa	732	false
Q9Y5A9	Homo sapiens	Metazoa	579	false
Q8IYB8	Homo sapiens	Metazoa	786	false
Q9BQ52	Homo sapiens	Metazoa	826	false
P04035	Homo sapiens	Metazoa	888	true
Q5SYB0	Homo sapiens	Metazoa	1578	false
Q9BZF2	Homo sapiens	Metazoa	842	false
P33897	Homo sapiens	Metazoa	745	false
Q9ULC5	Homo sapiens	Metazoa	683	true
Q13615	Homo sapiens	Metazoa	1198	false
Q16555	Homo sapiens	Metazoa	572	false
P00505	Homo sapiens	Metazoa	430	false
P16050	Homo sapiens	Metazoa	662	false
Q08116	Homo sapiens	Metazoa	209	false
Q495M9	Homo sapiens	Metazoa	461	false
Q96JI7	Homo sapiens	Metazoa	2443	false
O94874	Homo sapiens	Metazoa	794	false
P11413	Homo sapiens	Metazoa	515	false
P61764	Homo sapiens	Metazoa	594	false
Q9BRQ8	Homo sapiens	Metazoa	373	true
P00390	Homo sapiens	Metazoa	522	false
Q6SZW1	Homo sapiens	Metazoa	724	false
Q8IWL3	Homo sapiens	Metazoa	235	false
Q9NQH7	Homo sapiens	Metazoa	507	false
Q9P2H5	Homo sapiens	Metazoa	1018	false
P30419	Homo sapiens	Metazoa	496	false
Q9BZF3	Homo sapiens	Metazoa	934	false
P35232	Homo sapiens	Metazoa	272	false
Q96EB6	Homo sapiens	Metazoa	747	false
Q5XIC0	Rattus norvegicus	Metazoa	391	false
P38060	Mus musculus	Metazoa	325	false
Q9WUR2	Mus musculus	Metazoa	391	false
O95153	Homo sapiens	Metazoa	1857	false
P22307	Homo sapiens	Metazoa	547	false
Q05823	Homo sapiens	Metazoa	741	false
Q969Y2	Homo sapiens	Metazoa	492	false
Q9BYJ4	Homo sapiens	Metazoa	488	false
Q9BYX4	Homo sapiens	Metazoa	1025	false
Q9NVV4	Homo sapiens	Metazoa	582	false
Q9Y5Z4	Homo sapiens	Metazoa	205	false
O95865	Homo sapiens	Metazoa	285	false
P0C0E4	Homo sapiens	Metazoa	278	false
Q63ZY3	Homo sapiens	Metazoa	851	false
Q6IMN6	Homo sapiens	Metazoa	1127	false
Q7Z4T9	Homo sapiens	Metazoa	767	false
Q92552	Homo sapiens	Metazoa	414	false
Q96C36	Homo sapiens	Metazoa	320	false
Q99623	Homo sapiens	Metazoa	299	false
P04406	Homo sapiens	Metazoa	335	false
Q9Y694	Homo sapiens	Metazoa	548	true
Q9UKL3	Homo sapiens	Metazoa	1982	false
P40855	Homo sapiens	Metazoa	299	false
Q8IX03	Homo sapiens	Metazoa	1113	false
O14879	Homo sapiens	Metazoa	490	false
O43900	Homo sapiens	Metazoa	615	false
Q13114	Homo sapiens	Metazoa	568	false
Q9H3L0	Homo sapiens	Metazoa	296	false
Q9H1P3	Homo sapiens	Metazoa	480	false
O00743	Homo sapiens	Metazoa	305	false
P61221	Homo sapiens	Metazoa	599	false
Q86U90	Homo sapiens	Metazoa	279	false
Q8IVH4	Homo sapiens	Metazoa	418	false
Q8IVS8	Homo sapiens	Metazoa	523	false
Q9BZY9	Homo sapiens	Metazoa	425	false
Q9H8K7	Homo sapiens	Metazoa	445	false
Q96CF2	Homo sapiens	Metazoa	233	false
Q6PML9	Homo sapiens	Metazoa	568	false
Q13148	Homo sapiens	Metazoa	414	false
O43272	Homo sapiens	Metazoa	600	false
O95900	Homo sapiens	Metazoa	331	false
P10109	Homo sapiens	Metazoa	184	false
P29803	Homo sapiens	Metazoa	388	false
P82914	Homo sapiens	Metazoa	257	false
Q15118	Homo sapiens	Metazoa	436	false
Q16740	Homo sapiens	Metazoa	277	false
Q16762	Homo sapiens	Metazoa	297	false
Q32P41	Homo sapiens	Metazoa	509	false
Q92506	Homo sapiens	Metazoa	261	false
Q9BVS5	Homo sapiens	Metazoa	477	false
Q9BWL3	Homo sapiens	Metazoa	253	true
Q5VZ89	Homo sapiens	Metazoa	1909	false
P29372	Homo sapiens	Metazoa	298	false
O00330	Homo sapiens	Metazoa	501	false
P00480	Homo sapiens	Metazoa	354	false
P04179	Homo sapiens	Metazoa	222	false
P27144	Homo sapiens	Metazoa	223	false
P36776	Homo sapiens	Metazoa	959	false
P61604	Homo sapiens	Metazoa	102	false
P80404	Homo sapiens	Metazoa	500	false
Q15120	Homo sapiens	Metazoa	406	false
Q16798	Homo sapiens	Metazoa	604	false
Q3KRB8	Homo sapiens	Metazoa	267	false
Q6IN84	Homo sapiens	Metazoa	353	false
Q96JX3	Homo sapiens	Metazoa	654	true
Q96RQ3	Homo sapiens	Metazoa	725	false
Q9HAV7	Homo sapiens	Metazoa	217	false
Q9HCC0	Homo sapiens	Metazoa	563	false
Q9UGM6	Homo sapiens	Metazoa	360	false
Q9UIJ7	Homo sapiens	Metazoa	227	false
O75323	Homo sapiens	Metazoa	286	false
P05091	Homo sapiens	Metazoa	517	false
P11177	Homo sapiens	Metazoa	359	false
P30405	Homo sapiens	Metazoa	207	false
P49448	Homo sapiens	Metazoa	558	false
Q5JPH6	Homo sapiens	Metazoa	523	false
Q6L8Q7	Homo sapiens	Metazoa	609	false
Q6P087	Homo sapiens	Metazoa	351	false
Q86SX6	Homo sapiens	Metazoa	157	false
Q8N1Q8	Homo sapiens	Metazoa	247	false
Q969Z0	Homo sapiens	Metazoa	631	false
Q96EH3	Homo sapiens	Metazoa	234	false
Q99797	Homo sapiens	Metazoa	713	false
Q9BT30	Homo sapiens	Metazoa	221	false
Q9H6R3	Homo sapiens	Metazoa	686	false
Q9NX18	Homo sapiens	Metazoa	166	false
Q9P0P8	Homo sapiens	Metazoa	240	false
Q9ULD0	Homo sapiens	Metazoa	1010	false
Q9Y6E7	Homo sapiens	Metazoa	314	false
Q9Y3B8	Homo sapiens	Metazoa	237	false
P49662	Homo sapiens	Metazoa	377	false
Q9Y3E7	Homo sapiens	Metazoa	222	false
Q9NSU2	Homo sapiens	Metazoa	314	false
O75439	Homo sapiens	Metazoa	489	false
P00367	Homo sapiens	Metazoa	558	false
P08559	Homo sapiens	Metazoa	390	false
P11498	Homo sapiens	Metazoa	1178	false
Q13472	Homo sapiens	Metazoa	1001	false
Q14296	Homo sapiens	Metazoa	549	false
Q16654	Homo sapiens	Metazoa	411	false
Q53H82	Homo sapiens	Metazoa	288	false
Q8N4T8	Homo sapiens	Metazoa	237	false
Q8NFV4	Homo sapiens	Metazoa	306	false
Q8NI37	Homo sapiens	Metazoa	304	false
Q96GJ1	Homo sapiens	Metazoa	504	false
Q9H649	Homo sapiens	Metazoa	340	false
Q9NTG7	Homo sapiens	Metazoa	399	false
Q9NUB1	Homo sapiens	Metazoa	689	false
Q9NVH6	Homo sapiens	Metazoa	421	false
Q9Y6J8	Homo sapiens	Metazoa	313	false
P25819	Arabidopsis thaliana	Plants	492	false
Q9XF57	Arabidopsis thaliana	Plants	317	false
Q8IXH6	Homo sapiens	Metazoa	220	false
Q71RC2	Homo sapiens	Metazoa	724	false
A6NJ78	Homo sapiens	Metazoa	407	false
L0R8F8	Homo sapiens	Metazoa	70	false
P04181	Homo sapiens	Metazoa	439	false
P05165	Homo sapiens	Metazoa	728	false
P10809	Homo sapiens	Metazoa	573	false
P11310	Homo sapiens	Metazoa	421	false
P23368	Homo sapiens	Metazoa	584	false
P30038	Homo sapiens	Metazoa	563	false
P30084	Homo sapiens	Metazoa	290	false
P30837	Homo sapiens	Metazoa	517	false
P52815	Homo sapiens	Metazoa	198	false
P54886	Homo sapiens	Metazoa	795	false
Q15119	Homo sapiens	Metazoa	407	false
Q5JRX3	Homo sapiens	Metazoa	1037	false
Q5U5X0	Homo sapiens	Metazoa	104	false
Q86VP3	Homo sapiens	Metazoa	889	false
Q8N3J5	Homo sapiens	Metazoa	372	false
Q8WWC4	Homo sapiens	Metazoa	291	false
Q92947	Homo sapiens	Metazoa	438	false
Q96EY1	Homo sapiens	Metazoa	480	false
Q9BPW8	Homo sapiens	Metazoa	284	false
Q9Y2Z4	Homo sapiens	Metazoa	477	false
P35056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612	false
P39108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	false
Q9FMA3	Arabidopsis thaliana	Plants	728	false
Q9Y5Y0	Homo sapiens	Metazoa	555	false
Q7Z412	Homo sapiens	Metazoa	305	false
O95810	Homo sapiens	Metazoa	425	false
Q15751	Homo sapiens	Metazoa	4861	false
O15527	Homo sapiens	Metazoa	345	false
Q9P2N6	Homo sapiens	Metazoa	904	false
Q08J23	Homo sapiens	Metazoa	767	false
Q12768	Homo sapiens	Metazoa	1159	false
P0C869	Homo sapiens	Metazoa	781	false
Q96A56	Homo sapiens	Metazoa	240	false
Q9Y224	Homo sapiens	Metazoa	244	false
P25705	Homo sapiens	Metazoa	553	false
Q5VW36	Homo sapiens	Metazoa	1801	false
Q96TA1	Homo sapiens	Metazoa	746	false
P14598	Homo sapiens	Metazoa	390	false
Q8K2C6	Mus musculus	Metazoa	310	false
Q96P20	Homo sapiens	Metazoa	1036	false
Q53GT1	Homo sapiens	Metazoa	634	false
O43572	Homo sapiens	Metazoa	662	false
Q641K1	Mus musculus	Metazoa	1218	false
Q921N8	Mus musculus	Metazoa	327	false
Q99578	Homo sapiens	Metazoa	217	false
Q9NRQ2	Homo sapiens	Metazoa	329	false
P23443	Homo sapiens	Metazoa	525	false
Q07021	Homo sapiens	Metazoa	282	false
O60216	Homo sapiens	Metazoa	631	false
O15296	Homo sapiens	Metazoa	676	false
Q07812	Homo sapiens	Metazoa	192	false
Q330K2	Homo sapiens	Metazoa	333	false
P17252	Homo sapiens	Metazoa	672	false
P07947	Homo sapiens	Metazoa	543	false
P15336	Homo sapiens	Metazoa	505	false
Q9HAP2	Homo sapiens	Metazoa	919	false
Q9HD36	Homo sapiens	Metazoa	204	false
Q9UKA2	Homo sapiens	Metazoa	621	false
P06401	Homo sapiens	Metazoa	933	false
P27695	Homo sapiens	Metazoa	318	false
Q9NUQ2	Homo sapiens	Metazoa	364	true
P31749	Homo sapiens	Metazoa	480	false
Q8C624	Mus musculus	Metazoa	132	false
Q13057	Homo sapiens	Metazoa	564	false
Q6ICL3	Homo sapiens	Metazoa	276	false
Q9SJQ9	Arabidopsis thaliana	Plants	358	false
Q9P0J0	Homo sapiens	Metazoa	144	true
Q9Y697	Homo sapiens	Metazoa	457	false
Q96M32	Homo sapiens	Metazoa	723	false
Q12849	Homo sapiens	Metazoa	480	false
Q86TL0	Homo sapiens	Metazoa	474	false
Q9P212	Homo sapiens	Metazoa	2302	false
Q494U1	Homo sapiens	Metazoa	611	false
Q9HC29	Homo sapiens	Metazoa	1040	false
O94972	Homo sapiens	Metazoa	964	false
P22033	Homo sapiens	Metazoa	750	false
P30048	Homo sapiens	Metazoa	256	false
Q16775	Homo sapiens	Metazoa	308	false
Q8WXI4	Homo sapiens	Metazoa	607	false
Q8TF40	Homo sapiens	Metazoa	1166	false
O94778	Homo sapiens	Metazoa	261	true
Q9UNQ0	Homo sapiens	Metazoa	655	false
Q13049	Homo sapiens	Metazoa	653	false
Q8IXQ9	Homo sapiens	Metazoa	262	false
Q8NFF5	Homo sapiens	Metazoa	587	false
Q8IZQ1	Homo sapiens	Metazoa	3526	false
Q12829	Homo sapiens	Metazoa	278	false
P17987	Homo sapiens	Metazoa	556	false
Q9Y6N9	Homo sapiens	Metazoa	552	false
Q9UPV9	Homo sapiens	Metazoa	953	false
Q9Y237	Homo sapiens	Metazoa	131	false
Q9H4L5	Homo sapiens	Metazoa	887	false
Q14693	Homo sapiens	Metazoa	890	false
Q96S21	Homo sapiens	Metazoa	281	false
Q9NR31	Homo sapiens	Metazoa	198	false
Q6PI78	Homo sapiens	Metazoa	240	false
Q9H444	Homo sapiens	Metazoa	224	false
Q8TE04	Homo sapiens	Metazoa	598	false
Q9H300	Homo sapiens	Metazoa	379	false
P49703	Homo sapiens	Metazoa	201	false
Q53GL0	Homo sapiens	Metazoa	409	false
Q9NS86	Homo sapiens	Metazoa	450	false
Q9UBL6	Homo sapiens	Metazoa	633	false
Q9Y3L3	Homo sapiens	Metazoa	701	false
Q6P3S1	Homo sapiens	Metazoa	775	false
O75317	Homo sapiens	Metazoa	370	false
P46937	Homo sapiens	Metazoa	504	false
Q2TAL8	Homo sapiens	Metazoa	776	false
Q5JTJ3	Homo sapiens	Metazoa	125	false
Q92905	Homo sapiens	Metazoa	334	false
Q9P2G3	Homo sapiens	Metazoa	628	false
O43715	Homo sapiens	Metazoa	76	false
P99999	Homo sapiens	Metazoa	105	false
Q96BR5	Homo sapiens	Metazoa	231	false
P06241	Homo sapiens	Metazoa	537	false
P04818	Homo sapiens	Metazoa	313	false
P49841	Homo sapiens	Metazoa	420	false
Q86WV1	Homo sapiens	Metazoa	359	false
O43745	Homo sapiens	Metazoa	196	false
P11309	Homo sapiens	Metazoa	313	false
P53041	Homo sapiens	Metazoa	499	false
Q01844	Homo sapiens	Metazoa	656	false
Q8WXX5	Homo sapiens	Metazoa	260	false
Q99829	Homo sapiens	Metazoa	537	false
Q9GZV5	Homo sapiens	Metazoa	400	false
O00198	Homo sapiens	Metazoa	91	true
Q8N4Q1	Homo sapiens	Metazoa	142	false
Q8IV53	Homo sapiens	Metazoa	801	false
Q9Y3P9	Homo sapiens	Metazoa	1069	false
O95267	Homo sapiens	Metazoa	797	false
Q96MA6	Homo sapiens	Metazoa	479	false
Q8GUN2	Arabidopsis thaliana	Plants	147	false
Q8WYQ3	Homo sapiens	Metazoa	142	false
Q9H078	Homo sapiens	Metazoa	707	false
Q84WW2	Arabidopsis thaliana	Plants	325	false
Q9FFF4	Arabidopsis thaliana	Plants	477	false
Q9Y255	Homo sapiens	Metazoa	219	false
O60238	Homo sapiens	Metazoa	219	false
Q96T49	Homo sapiens	Metazoa	567	false
Q8N490	Homo sapiens	Metazoa	385	false
P21359	Homo sapiens	Metazoa	2839	false
Q13277	Homo sapiens	Metazoa	289	false
Q96ST8	Homo sapiens	Metazoa	783	false
P32020	Mus musculus	Metazoa	547	false
Q9UPI3	Homo sapiens	Metazoa	526	true
Q93YZ7	Arabidopsis thaliana	Plants	491	false
P63167	Homo sapiens	Metazoa	89	false
Q8WXH0	Homo sapiens	Metazoa	6885	false
Q9UP83	Homo sapiens	Metazoa	860	false
Q99942	Homo sapiens	Metazoa	180	false
Q9BX84	Homo sapiens	Metazoa	2022	false
P09769	Homo sapiens	Metazoa	529	false
Q92574	Homo sapiens	Metazoa	1164	false
Q96PN6	Homo sapiens	Metazoa	1610	false
O15528	Homo sapiens	Metazoa	508	false
Q09013	Homo sapiens	Metazoa	629	false
Q9HC21	Homo sapiens	Metazoa	320	true
Q9NRY6	Homo sapiens	Metazoa	295	false
Q9BWM7	Homo sapiens	Metazoa	321	false
P04150	Homo sapiens	Metazoa	777	false
Q9NUM3	Homo sapiens	Metazoa	307	true
Q86YR5	Homo sapiens	Metazoa	675	false
P27815	Homo sapiens	Metazoa	886	false
P49815	Homo sapiens	Metazoa	1807	false
Q7Z739	Homo sapiens	Metazoa	585	false
Q9H015	Homo sapiens	Metazoa	551	true
P09917	Homo sapiens	Metazoa	674	false
P39207	Arabidopsis thaliana	Plants	149	false
O60763	Homo sapiens	Metazoa	962	false
Q8WWI5	Homo sapiens	Metazoa	657	true
Q9NR71	Homo sapiens	Metazoa	780	true
P53184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	false
Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	false
Q5K4L6	Homo sapiens	Metazoa	683	true
Q5T160	Homo sapiens	Metazoa	578	false
Q6P4H8	Homo sapiens	Metazoa	233	true
Q709F0	Homo sapiens	Metazoa	780	false
Q8NI60	Homo sapiens	Metazoa	647	false
Q9BQD7	Homo sapiens	Metazoa	235	true
Q9BXI2	Homo sapiens	Metazoa	301	true
Q86Y07	Homo sapiens	Metazoa	508	false
Q93052	Homo sapiens	Metazoa	612	false
P20339	Homo sapiens	Metazoa	215	false
P56378	Homo sapiens	Metazoa	58	true
Q8WV93	Homo sapiens	Metazoa	481	false
Q96A26	Homo sapiens	Metazoa	154	false
Q96IX5	Homo sapiens	Metazoa	58	true
Q9Y619	Homo sapiens	Metazoa	301	true
Q14061	Homo sapiens	Metazoa	63	false
P54098	Homo sapiens	Metazoa	1239	false
Q9P0N9	Homo sapiens	Metazoa	293	false
Q8TB92	Homo sapiens	Metazoa	370	false
Q9HAU4	Homo sapiens	Metazoa	748	false
Q6X4W1	Homo sapiens	Metazoa	530	false
Q5T890	Homo sapiens	Metazoa	1550	false
Q9BPZ7	Homo sapiens	Metazoa	522	false
O76031	Homo sapiens	Metazoa	633	false
Q04837	Homo sapiens	Metazoa	148	false
Q7L8L6	Homo sapiens	Metazoa	764	false
Q99714	Homo sapiens	Metazoa	261	false
Q9NQX3	Homo sapiens	Metazoa	736	false
O94830	Homo sapiens	Metazoa	711	false
O94921	Homo sapiens	Metazoa	469	false
P34947	Homo sapiens	Metazoa	590	false
Q06187	Homo sapiens	Metazoa	659	false
Q00059	Homo sapiens	Metazoa	246	false
Q9BRT2	Homo sapiens	Metazoa	126	false
Q9NVH0	Homo sapiens	Metazoa	621	true
P11233	Homo sapiens	Metazoa	206	false
P21796	Homo sapiens	Metazoa	283	true
Q15080	Homo sapiens	Metazoa	339	false
P05062	Homo sapiens	Metazoa	364	false
Q7L0Y3	Homo sapiens	Metazoa	403	false
Q96QE5	Homo sapiens	Metazoa	360	false
Q9NYY8	Homo sapiens	Metazoa	710	false
O60346	Homo sapiens	Metazoa	1717	false
P40617	Homo sapiens	Metazoa	200	false
P46940	Homo sapiens	Metazoa	1657	false
P49796	Homo sapiens	Metazoa	1198	false
Q7Z7H3	Homo sapiens	Metazoa	387	false
Q96S59	Homo sapiens	Metazoa	729	false
O43464	Homo sapiens	Metazoa	458	false
Q14142	Homo sapiens	Metazoa	442	false
Q7Z3B3	Homo sapiens	Metazoa	1105	false
P31751	Homo sapiens	Metazoa	481	false
P42681	Homo sapiens	Metazoa	527	false
P68104	Homo sapiens	Metazoa	462	false
Q8ND76	Homo sapiens	Metazoa	341	false
Q9HB21	Homo sapiens	Metazoa	404	false
P32455	Homo sapiens	Metazoa	592	false
Q9Y228	Homo sapiens	Metazoa	551	false
P34897	Homo sapiens	Metazoa	504	false
A1A519	Homo sapiens	Metazoa	330	false
A6H8Y1	Homo sapiens	Metazoa	2624	false
O00268	Homo sapiens	Metazoa	1085	false
O00505	Homo sapiens	Metazoa	521	false
O00712	Homo sapiens	Metazoa	420	false
O14497	Homo sapiens	Metazoa	2285	false
O15318	Homo sapiens	Metazoa	223	false
O15370	Homo sapiens	Metazoa	315	false
O43172	Homo sapiens	Metazoa	522	false
O43593	Homo sapiens	Metazoa	1189	false
O60284	Homo sapiens	Metazoa	1047	false
O60381	Homo sapiens	Metazoa	514	false
O60393	Homo sapiens	Metazoa	691	false
O60481	Homo sapiens	Metazoa	467	false
O60682	Homo sapiens	Metazoa	206	false
O75469	Homo sapiens	Metazoa	434	false
O75475	Homo sapiens	Metazoa	530	false
O75486	Homo sapiens	Metazoa	317	false
O77932	Homo sapiens	Metazoa	396	false
O94768	Homo sapiens	Metazoa	372	false
O95125	Homo sapiens	Metazoa	648	false
O95777	Homo sapiens	Metazoa	96	false
P04198	Homo sapiens	Metazoa	464	false
P06454	Homo sapiens	Metazoa	111	false
P07910	Homo sapiens	Metazoa	306	false
P09017	Homo sapiens	Metazoa	264	false
P09086	Homo sapiens	Metazoa	479	false
P0DPB6	Homo sapiens	Metazoa	133	false
P12004	Homo sapiens	Metazoa	261	false
P13378	Homo sapiens	Metazoa	290	false
P14652	Homo sapiens	Metazoa	356	false
P15923	Homo sapiens	Metazoa	654	false
P16455	Homo sapiens	Metazoa	207	false
P17509	Homo sapiens	Metazoa	224	false
P17947	Homo sapiens	Metazoa	270	false
P18858	Homo sapiens	Metazoa	919	false
P20823	Homo sapiens	Metazoa	631	false
P21675	Homo sapiens	Metazoa	1893	false
P23193	Homo sapiens	Metazoa	301	false
P23409	Homo sapiens	Metazoa	242	false
P24278	Homo sapiens	Metazoa	435	false
P26368	Homo sapiens	Metazoa	475	false
P28069	Homo sapiens	Metazoa	291	false
P28340	Homo sapiens	Metazoa	1107	false
P28347	Homo sapiens	Metazoa	426	false
P28698	Homo sapiens	Metazoa	734	false
P29084	Homo sapiens	Metazoa	291	false
P30307	Homo sapiens	Metazoa	473	false
P31271	Homo sapiens	Metazoa	388	false
P31276	Homo sapiens	Metazoa	330	false
P35452	Homo sapiens	Metazoa	270	false
P35637	Homo sapiens	Metazoa	526	false
P35712	Homo sapiens	Metazoa	828	false
P41225	Homo sapiens	Metazoa	446	false
P51531	Homo sapiens	Metazoa	1590	false
P51532	Homo sapiens	Metazoa	1647	false
P51946	Homo sapiens	Metazoa	323	false
P51959	Homo sapiens	Metazoa	295	false
P52739	Homo sapiens	Metazoa	623	false
P52926	Homo sapiens	Metazoa	109	false
P52952	Homo sapiens	Metazoa	324	false
P62310	Homo sapiens	Metazoa	102	false
P67870	Homo sapiens	Metazoa	215	false
P78364	Homo sapiens	Metazoa	1004	false
P83876	Homo sapiens	Metazoa	142	false
P83916	Homo sapiens	Metazoa	185	false
Q02446	Homo sapiens	Metazoa	784	false
Q02548	Homo sapiens	Metazoa	391	false
Q04725	Homo sapiens	Metazoa	743	false
Q06945	Homo sapiens	Metazoa	474	false
Q10571	Homo sapiens	Metazoa	1320	false
Q12947	Homo sapiens	Metazoa	444	false
Q12962	Homo sapiens	Metazoa	218	false
Q12996	Homo sapiens	Metazoa	717	false
Q13111	Homo sapiens	Metazoa	956	false
Q13133	Homo sapiens	Metazoa	447	false
Q13263	Homo sapiens	Metazoa	835	false
Q13416	Homo sapiens	Metazoa	577	false
Q13573	Homo sapiens	Metazoa	536	false
Q14188	Homo sapiens	Metazoa	446	false
Q14469	Homo sapiens	Metazoa	280	false
Q14686	Homo sapiens	Metazoa	2063	false
Q14938	Homo sapiens	Metazoa	502	false
Q14995	Homo sapiens	Metazoa	579	false
Q14CW9	Homo sapiens	Metazoa	347	false
Q15329	Homo sapiens	Metazoa	346	false
Q15393	Homo sapiens	Metazoa	1217	false
Q15543	Homo sapiens	Metazoa	124	false
Q15648	Homo sapiens	Metazoa	1581	false
Q15744	Homo sapiens	Metazoa	281	false
Q16514	Homo sapiens	Metazoa	161	false
Q16533	Homo sapiens	Metazoa	368	false
Q16594	Homo sapiens	Metazoa	264	false
Q29RF7	Homo sapiens	Metazoa	1337	false
Q2TAK8	Homo sapiens	Metazoa	710	false
Q3KNV8	Homo sapiens	Metazoa	242	false
Q4FZB7	Homo sapiens	Metazoa	885	false
Q5HYN5	Homo sapiens	Metazoa	189	false
Q5T0F9	Homo sapiens	Metazoa	858	false
Q5T9G4	Homo sapiens	Metazoa	340	false
Q5THR3	Homo sapiens	Metazoa	1501	false
Q5VTD9	Homo sapiens	Metazoa	330	false
Q5XKL5	Homo sapiens	Metazoa	1792	false
Q69YH5	Homo sapiens	Metazoa	1023	false
Q6ECI4	Homo sapiens	Metazoa	717	false
Q6P4R8	Homo sapiens	Metazoa	1299	false
Q6ZMT4	Homo sapiens	Metazoa	941	false
Q71SY5	Homo sapiens	Metazoa	747	false
Q7Z4V0	Homo sapiens	Metazoa	828	false
